,email,name,profile_score,ratings_score,search_score
472,user5322@t-mobile.com,Lindsay H.,0,3.5,0
473,user7759@hotmail.com,Jennifer W.,0,3.0,0
474,user6713@gmail.com,Alex F.,0,2.5,0
475,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
476,user6702@hotmail.com,Jordan  R.,0,3.25,0
477,user1949@gmail.com,Ashley H.,0,3.3333333333333335,0
478,user2983@verizon.net,Chanece W.,0,3.3333333333333335,0
479,user7508@t-mobile.com,Leilani R.,0,3.5,0
480,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
481,user1349@hotmail.com,Magali M.,0,3.2,0
482,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
483,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
484,user6604@yahoo.com,Nelson M.,0,2.4285714285714284,0
485,user1932@yahoo.com,Julie X.,0,3.5,0
486,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
487,user5598@hotmail.com,Gayle P.,0,3.4,0
488,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
489,user7287@hotmail.com,Caroline M.,0,2.0,0
490,user4215@hotmail.com,Vanessa B.,0,3.0,0
491,user7177@verizon.net,Lisa D.,0,3.5,0
492,user7080@verizon.net,Ricky E.,0,3.5,0
493,user7345@verizon.net,Carl P.,0,3.5,0
494,user8248@t-mobile.com,Maureen  B.,0,2.6666666666666665,0
495,user9209@hotmail.com,Randal  W.,0,3.0,0
496,user7759@hotmail.com,Jennifer W.,0,3.0,0
497,user5082@t-mobile.com,Samantha O.,0,2.5,0
498,user7784@hotmail.com,Shellie C.,0,1.8,0
499,user8635@verizon.net,Paul S.,0,3.0,0
